ANO_OCORRENCIA;MES_OCORRENCIA;UF;MUNICIPIO;ESPECIE_ARMA;MARCA_ARMA;CALIBRE_ARMA;TIPO_OCORRENCIA;MAIS_1000_MIL_HAB;TOTAL
2025;06;PI;CARACOL                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;06;PI;CORRENTE                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;PI;LAGOA DO PIAU�                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;PI;PIRIPIRI                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apostilada no Exercito                                                    ;N;1
2025;06;PR;CASCAVEL                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2025;06;PR;CASCAVEL                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2025;06;PR;CASCAVEL                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;06;PR;CURITIBA                           ;Carabina                                          ;IMBEL                                                                 ;.22 LR                                            ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;06;PR;CURITIBA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;06;PR;CURITIBA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;06;PR;DOIS VIZINHOS                      ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;06;PR;FOZ DO IGUA�U                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2025;06;PR;FOZ DO IGUA�U                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;PR;FRANCISCO BELTR�O                  ;Pistola                                           ;GRAND POWER                                                           ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;PR;FRANCISCO BELTR�O                  ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Sub Judice                                                                ;N;1
2025;06;PR;GOIOXIM                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Apostilada no Exercito                                                    ;N;1
2025;06;PR;IBIPOR�                            ;Carabina                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;N;1
2025;06;PR;IBIPOR�                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Recupera��o de Arma de Fogo                                               ;N;1
2025;06;PR;LONDRINA                           ;Pistola                                           ;BERETTA (PIETRO BERETTA S.P.A.)                                       ;6,35mm                                            ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;06;PR;LONDRINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;06;PR;LONDRINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;06;PR;LONDRINA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;06;PR;LONDRINA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;06;PR;MARING�                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo                                                     ;S;1
2025;06;PR;MARING�                            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;36                                                ;Campanha do Desarmamento                                                  ;S;1
2025;06;PR;MARING�                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;20                                                ;Furto de Arma de Fogo                                                     ;S;1
2025;06;PR;MARING�                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo                                                     ;S;1
2025;06;PR;MARING�                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;06;PR;MEDIANEIRA                         ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Recupera��o de Arma de Fogo                                               ;N;1
2025;06;PR;PINHAIS                            ;Espingarda                                        ;MAGTECH (COMPANHIA BRASILEIRA DE CARTUCHOS)                           ;12                                                ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;PR;PITANGA                            ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;28                                                ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;PR;PITANGA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apostilada no Exercito                                                    ;N;1
2025;06;PR;PRUDENT�POLIS                      ;Carabina                                          ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Campanha do Desarmamento                                                  ;N;1
2025;06;PR;P�ROLA                             ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;2
2025;06;PR;REBOU�AS                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Recupera��o de Arma de Fogo                                               ;N;1
2025;06;PR;ROL�NDIA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Remetida ao Ex�rcito para destrui��o                                      ;N;1
2025;06;PR;ROL�NDIA                           ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Remetida ao Ex�rcito para destrui��o                                      ;N;1
2025;06;PR;ROL�NDIA                           ;Revolver                                          ;SMITH & WESSON                                                        ;.22 LR                                            ;Remetida ao Ex�rcito para destrui��o                                      ;N;2
2025;06;PR;ROL�NDIA                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Ex�rcito para destrui��o                                      ;N;1
2025;06;PR;SALGADO FILHO                      ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;.32                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;PR;S�O MIGUEL DO IGUA�U               ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;06;PR;TUNEIRAS DO OESTE                  ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;06;PR;UMUARAMA                           ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Apostilada no Exercito                                                    ;S;3
2025;06;RJ;NOVA IGUA�U                        ;Revolver                                          ;SMITH & WESSON                                                        ;.32                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RJ;PETR�POLIS                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.45 ACP                                           ;Recupera��o de Arma de Fogo                                               ;S;1
2025;06;RJ;RIO DE JANEIRO                     ;Carabina                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito                                                    ;S;1
2025;06;RJ;RIO DE JANEIRO                     ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Apostilada no Exercito                                                    ;S;1
2025;06;RJ;RIO DE JANEIRO                     ;Pistola                                           ;IMBEL                                                                 ;9 mm                                              ;Campanha do Desarmamento                                                  ;S;1
2025;06;RJ;RIO DE JANEIRO                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;2
2025;06;RJ;RIO DE JANEIRO                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.40                                               ;Apostilada no Exercito                                                    ;S;1
2025;06;RJ;RIO DE JANEIRO                     ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apostilada no Exercito                                                    ;S;2
2025;06;RJ;RIO DE JANEIRO                     ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;06;RJ;S�O GON�ALO                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;06;RJ;S�O JO�O DE MERITI                 ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RJ;VOLTA REDONDA                      ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.40 S&W                                           ;Apostilada no Exercito                                                    ;S;1
2025;06;RN;MOSSOR�                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito                                                    ;S;1
2025;06;RN;MOSSOR�                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RN;NATAL                              ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;9x19mm                                            ;Recupera��o de Arma de Fogo                                               ;S;1
2025;06;RN;NATAL                              ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;06;RN;PAU DOS FERROS                     ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;36                                                ;Roubo de Arma de Fogo                                                     ;N;1
2025;06;RN;PAU DOS FERROS                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Roubo de Arma de Fogo                                                     ;N;1
2025;06;RN;SANTA CRUZ                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recupera��o de Arma de Fogo                                               ;N;1
2025;06;RN;S�O JOS� DE MIPIBU                 ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito                                                    ;N;1
2025;06;RN;S�O MIGUEL                         ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RO;ALTO PARA�SO                       ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RO;ALTO PARA�SO                       ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RO;ALTO PARA�SO                       ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Roubo de Arma de Fogo                                                     ;N;1
2025;06;RO;ARIQUEMES                          ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;06;RO;PORTO VELHO                        ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Furto de Arma de Fogo                                                     ;S;2
2025;06;RO;PORTO VELHO                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;06;RO;VILHENA                            ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Furto de Arma de Fogo                                                     ;S;1
2025;06;RR;BOA VISTA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Campanha do Desarmamento                                                  ;S;1
2025;06;RR;BOA VISTA                          ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;06;RS;AJURICABA                          ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;ALEGRETE                           ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;ALPESTRE                           ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;32                                                ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;ALVORADA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;ALVORADA                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;ANTA GORDA                         ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;ARROIO DO MEIO                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;ARROIO DO PADRE                    ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Remetida ao Ex�rcito para destrui��o                                      ;N;1
2025;06;RS;ARVOREZINHA                        ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.32                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;BAG�                               ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;9x19mm                                            ;Apostilada no Exercito                                                    ;S;1
2025;06;RS;BAG�                               ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;9x19mm                                            ;Recupera��o de Arma de Fogo                                               ;S;1
2025;06;RS;BAG�                               ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;BAG�                               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Remetida ao Ex�rcito para destrui��o                                      ;S;1
2025;06;RS;BARROS CASSAL                      ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;28                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;BENTO GON�ALVES                    ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.357 Mag                                          ;Furto de Arma de Fogo                                                     ;S;1
2025;06;RS;BOA VISTA DO CADEADO               ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CACHOEIRA DO SUL                   ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;CACHOEIRA DO SUL                   ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;06;RS;CACHOEIRA DO SUL                   ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;06;RS;CAMAQU�                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CAMBAR� DO SUL                     ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CAMPO NOVO                         ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;32                                                ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;06;RS;CAMPOS BORGES                      ;Revolver                                          ;H. B. ROYAL                                                           ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CANGU�U                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CANGU�U                            ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.32                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CANOAS                             ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.38 TPC                                           ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;CANOAS                             ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Recupera��o de Arma de Fogo                                               ;S;2
2025;06;RS;CANOAS                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;CANOAS                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Recupera��o de Arma de Fogo                                               ;S;1
2025;06;RS;CANOAS                             ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;CAP�O DO CIP�                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;7,65mm                                            ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CAP�O DO CIP�                      ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CARLOS BARBOSA                     ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito                                                    ;N;1
2025;06;RS;CARLOS BARBOSA                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Apostilada no Exercito                                                    ;N;1
2025;06;RS;CARLOS BARBOSA                     ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apostilada no Exercito                                                    ;N;1
2025;06;RS;CASEIROS                           ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CAXIAS DO SUL                      ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;20                                                ;Furto de Arma de Fogo                                                     ;S;2
2025;06;RS;CAXIAS DO SUL                      ;Espingarda                                        ;REMINGTON (REMINGTON ARMS COMPANY)                                    ;12                                                ;Apostilada no Exercito                                                    ;S;1
2025;06;RS;CAXIAS DO SUL                      ;Espingarda                                        ;ROSSI (AMADEO ROSSI S.A.)                                             ;36                                                ;Apostilada no Exercito                                                    ;S;1
2025;06;RS;CAXIAS DO SUL                      ;Pistola                                           ;BERSA                                                                 ;.380                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;06;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;S;2
2025;06;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Extravio/Perda de Arma de Fogo                                            ;S;1
2025;06;RS;CAXIAS DO SUL                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;S;1
2025;06;RS;CAXIAS DO SUL                      ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;S;2
2025;06;RS;CAXIAS DO SUL                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreens�o de Arma de Fogo                                                 ;S;1
2025;06;RS;CAXIAS DO SUL                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Furto de Arma de Fogo                                                     ;S;1
2025;06;RS;CAXIAS DO SUL                      ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;S;1
2025;06;RS;CIDREIRA                           ;Pistola                                           ;IMBEL                                                                 ;.380                                              ;Recupera��o de Arma de Fogo                                               ;N;1
2025;06;RS;CONDOR                             ;Espingarda                                        ;HUGLU                                                                 ;12                                                ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CONSTANTINA                        ;Pistola                                           ;GLOCK GMBH (�USTRIA)                                                  ;.380                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CORONEL BICACO                     ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;CRUZ ALTA                          ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;DERRUBADAS                         ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38 SPL                                           ;Extravio/Perda de Arma de Fogo                                            ;N;1
2025;06;RS;DOIS IRM�OS DAS MISS�ES            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;N;1
2025;06;RS;DOIS LAJEADOS                      ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;DOM PEDRITO                        ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;DOUTOR MAUR�CIO CARDOSO            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;.32                                               ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;DOUTOR MAUR�CIO CARDOSO            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;.32                                               ;Recupera��o de Arma de Fogo                                               ;N;1
2025;06;RS;DOUTOR MAUR�CIO CARDOSO            ;Espingarda                                        ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;12                                                ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;DOUTOR MAUR�CIO CARDOSO            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;9 mm                                              ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;DOUTOR MAUR�CIO CARDOSO            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Furto de Arma de Fogo                                                     ;N;1
2025;06;RS;ENCRUZILHADA DO SUL                ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito                                                    ;N;1
2025;06;RS;ENCRUZILHADA DO SUL                ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Recupera��o de Arma de Fogo                                               ;N;1
2025;06;RS;ERECHIM                            ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito                                                    ;S;1
2025;06;RS;ERECHIM                            ;Pistola                                           ;CZ (CESKOSLOVENSKA ZBROJOVKA)                                         ;.380                                              ;Recupera��o de Arma de Fogo                                               ;S;1
2025;06;RS;ERECHIM                            ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380 ACP                                          ;Roubo de Arma de Fogo                                                     ;S;1
2025;06;RS;ERECHIM                            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.17                                               ;Apostilada no Exercito                                                    ;S;1
2025;06;RS;ERECHIM                            ;Rifle                                             ;CBC (COMPANHIA BRASILEIRA DE CARTUCHOS)                               ;.22 LR                                            ;Apostilada no Exercito                                                    ;S;1
2025;06;RS;ESTEIO                             ;Revolver                                          ;ROSSI (AMADEO ROSSI S.A.)                                             ;.38                                               ;Remetida ao Ex�rcito para destrui��o                                      ;N;1
2025;06;RS;ESTRELA VELHA                      ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.32                                               ;Apreens�o de Arma de Fogo                                                 ;N;1
2025;06;RS;FLORES DA CUNHA                    ;Pistola                                           ;TAURUS ARMAS S.A.                                                     ;.380                                              ;Apostilada no Exercito                                                    ;N;1
2025;06;RS;FREDERICO WESTPHALEN               ;Espingarda                                        ;BOITO (E.R. AMANTINO & CIA)                                           ;12                                                ;Apostilada no Exercito                                                    ;N;1
2025;06;RS;FREDERICO WESTPHALEN               ;Revolver                                          ;ORBEA (ORBEA HERMANOS / OH)                                           ;.38                                               ;Apostilada no Exercito                                                    ;N;1
2025;06;RS;FREDERICO WESTPHALEN               ;Revolver                                          ;TAURUS ARMAS S.A.                                                     ;.38                                               ;Extravio/Perda de Arma de Fogo                                            ;N;1
